timestamp,device_id,temperature,humidity,battery_level,signal_strength,is_anomaly_ml,anomaly_score,temperature_z_score,temperature_anomaly,humidity_z_score,humidity_anomaly,battery_level_z_score,battery_level_anomaly,signal_strength_z_score,signal_strength_anomaly,is_anomaly_combined
2026-01-20 00:00:00,device-001,21.697371322408987,45.19260354824322,99.19430656143021,-58.276970143591974,True,-0.5065671260334833,0.3507969666836357,False,0.4957866791828704,False,2.0855586592561055,False,0.5313003366888518,False,True
2026-01-20 00:05:00,device-001,21.178121955325015,45.15786898974903,99.42376384465221,-59.03256527084709,True,-0.5159456070342103,0.5354567849787774,False,0.5044837516500896,False,2.1251237262417155,False,0.12693161013296952,False,True
2026-01-20 00:10:00,device-001,21.055278653348047,46.43193700220563,98.76097469215627,-60.265729753570255,False,-0.4707616787448533,0.5791433511256622,False,0.1854740301257568,False,2.0108397216217075,False,1.201195099844884,False,False
2026-01-20 00:15:00,device-001,21.689779204943257,42.857095279164014,98.33252465024609,-60.36228752924097,True,-0.5453016997243498,0.35349693922201414,False,1.0805669540601632,False,1.9369625521105405,False,1.2853107993351776,False,True
2026-01-20 00:20:00,device-001,20.751202331975435,46.3071497126312,98.52759277734363,-61.21230370133529,True,-0.5087185095971045,0.6872815248279347,False,0.21671911132056526,False,1.9705979347272893,False,2.0257970460109918,False,True
2026-01-20 00:25:00,device-001,22.79911963969314,45.60566992353002,98.77025846140637,-61.22474818621345,True,-0.5138764254323404,0.041016017546286435,False,0.3923603408218343,False,2.0124405117430824,False,2.036637980809377,False,True
2026-01-20 00:30:00,device-001,21.25607239704001,46.21901484566506,98.35470192677332,-59.424301981654324,False,-0.4845932064971624,0.5077353946110748,False,0.23878691232691962,False,1.940786555511249,False,0.46819058401352087,False,False
2026-01-20 00:35:00,device-001,21.275859206634706,45.723076306259664,98.46948801633118,-57.94772181549106,True,-0.5236029187644375,0.5006986433003966,False,0.36296334074524855,False,1.96057899469035,False,0.8181229486622668,False,True
2026-01-20 00:40:00,device-001,21.810146753210443,44.681674494900804,98.84676347363096,-61.02084364997102,True,-0.5138495228627381,0.31069082138989407,False,0.6237165333444101,False,2.025632186859675,False,1.8590078254320757,False,True
2026-01-20 00:45:00,device-001,22.05236184205219,43.435946424260976,98.15154418533047,-59.603138764130875,True,-0.5241084364512033,0.2245522584388386,False,0.9356303095513883,False,1.9057562895900106,False,0.6239831232276422,False,True
2026-01-20 00:50:00,device-001,22.54009210581064,46.73925049147547,98.46530551528353,-60.10110369558929,False,-0.45852695927010095,0.05110152822714066,False,0.10852681092384484,False,1.9598578106346771,False,1.057782143972515,False,False
2026-01-20 00:55:00,device-001,20.830240084684576,45.5086631490388,98.31180836871206,-58.74287777378108,True,-0.5104928875874643,0.6591734557980383,False,0.4166495497289389,False,1.9333904664696882,False,0.1254278324912774,False,True
2026-01-20 01:00:00,device-001,22.35135176696233,44.0495349924685,98.49722519081844,-60.18508228041631,True,-0.5116930852845702,0.11822295173973937,False,0.7819958753134709,False,1.9653616851814515,False,1.130939560409068,False,True
2026-01-20 01:05:00,device-001,21.59794944184821,47.71665950341626,98.65929985674877,-58.8687198808838,False,-0.481176748979254,0.38615421035639513,False,0.13620343398152912,False,1.993308041575813,False,0.01580127170164378,False,False
2026-01-20 01:10:00,device-001,21.53074337993471,46.439710433744544,98.39937902942107,-58.82445487287764,False,-0.47768206169899163,0.4100545941950382,False,0.18352766603351628,False,1.9484901791842928,False,0.0543624552574813,False,False
2026-01-20 01:15:00,device-001,21.880979005633254,46.72870886152008,97.91809950779819,-60.99620662408067,False,-0.4806121816255158,0.28550086124552937,False,0.11116629516142129,False,1.8655036805888727,False,1.837545435150899,False,False
2026-01-20 01:20:00,device-001,22.976081087892364,49.14446075948458,98.1783969635259,-58.796467102107975,False,-0.43437434699871275,0.1039485330989333,False,0.493705919435354,False,1.9103864846011847,False,0.07874382588362877,False,False
2026-01-20 01:25:00,device-001,22.676622934889213,46.24451055951082,98.25841868165253,-58.26196343353403,False,-0.49417981088861884,0.0025472888047222758,False,0.23240312394633003,False,1.924184541448744,False,0.5443733378511495,False,False
2026-01-20 01:30:00,device-001,22.41938946580731,49.660382645546456,97.31407646877307,-58.97809749562477,False,-0.44909865600118537,0.094026814195095,False,0.6228859126474624,False,1.7613526522828375,False,0.07948235003268302,False,False
2026-01-20 01:35:00,device-001,22.577877724166747,46.96522242359489,98.07752823296065,-61.78756891460089,True,-0.4992756610679604,0.0376638894698845,False,0.05194643810784667,False,1.892993800326672,False,2.5269357214842665,False,True
2026-01-20 01:40:00,device-001,22.39211727495209,48.04876016597111,98.44336821342246,-60.318270218273646,False,-0.45195379056512675,0.10372557961895573,False,0.21935703241101528,False,1.9560751858017267,False,1.2469653954981534,False,False
2026-01-20 01:45:00,device-001,21.980071188342457,46.8588078857182,98.22462063531063,-59.47124889034031,False,-0.4635816439459413,0.2502608674900989,False,0.0785912261115321,False,1.9183567814895788,False,0.5090880884930743,False,False
2026-01-20 01:50:00,device-001,22.26143767669147,48.4786442158452,97.92912326480442,-58.83135500946711,False,-0.4527726567167663,0.1501989552249873,False,0.32699429329292434,False,1.867404494885373,False,0.04835144462917796,False,False
2026-01-20 01:55:00,device-001,22.181323831656282,47.31345062470028,97.73236755406035,-61.26351494813211,False,-0.48061165726927396,0.17868971324016414,False,0.03524528193805249,False,1.8334781240764815,False,2.0704094018379844,False,False
2026-01-20 02:00:00,device-001,23.036896221651663,48.29158290826983,97.80153403699273,-60.03458713337515,False,-0.43707122011498384,0.12557612142446842,False,0.28015662446036727,False,1.8454044246582386,False,0.9998366588008967,False,False
2026-01-20 02:05:00,device-001,21.724023180841236,47.36289830665457,97.64718564504197,-60.60227726922162,False,-0.47007504423165464,0.3413188090828561,False,0.04762632525445046,False,1.8187903011887097,False,1.49437635318355,False,False
2026-01-20 02:10:00,device-001,22.782870255707667,48.69257432695593,98.26585577036316,-59.625422187168155,False,-0.4433223733629191,0.03523727522250459,False,0.38055955394138413,False,1.925466910475703,False,0.6433951871738017,False,False
2026-01-20 02:15:00,device-001,23.17275101163702,48.06618229144876,97.0743686354103,-59.826513875449216,False,-0.4260724655905325,0.17388994215015327,False,0.22371930141286486,False,1.7200200942101544,False,0.8185749477259615,False,False
2026-01-20 02:20:00,device-001,23.06891347700596,51.962745350483154,97.54229171056566,-59.498452657666384,False,-0.4443602346872065,0.13696236651367538,False,1.1993669781548562,False,1.8007035554307897,False,0.5327864794461461,False,False
2026-01-20 02:25:00,device-001,23.046159529326555,46.60353118538861,97.89284684435451,-59.048066967313225,False,-0.46057755592541755,0.1288704166523353,False,0.1425091239690979,False,1.8611493916045145,False,0.14043581559418633,False,False
2026-01-20 02:30:00,device-001,23.7591098446606,47.07972596285149,97.92083829328082,-61.20185106279228,False,-0.49296921560093476,0.3824157920129138,False,0.023276271511819806,False,1.8659759263574884,False,2.016691295630384,False,False
2026-01-20 02:35:00,device-001,23.647256091592393,51.81530079963526,97.1528391024608,-60.36629772960277,False,-0.4536996082631452,0.3426374214908666,False,1.1624488194330358,False,1.7335506705407457,False,1.288804260179586,False,False
2026-01-20 02:40:00,device-001,23.308083921129732,47.85872456725839,96.93480097068017,-59.73143702519397,False,-0.42516893924209265,0.22201816735458763,False,0.17177464055097363,False,1.6959545952792277,False,0.7357493471049721,False,False
2026-01-20 02:45:00,device-001,22.428194474319323,49.40711772145312,97.07417272972985,-58.25006559498246,False,-0.455772081333781,0.09089550316231224,False,0.5594717368601638,False,1.7199863144091356,False,0.5547380651373365,False,False
2026-01-20 02:50:00,device-001,22.70016798897799,48.29485876376979,97.54405516521089,-61.030864316433956,False,-0.4544747670006483,0.005826000958151817,False,0.2809768552020373,False,1.8010076259757943,False,1.8677372660497136,False,False
2026-01-20 02:55:00,device-001,23.556507115030115,50.81827941033499,96.76775502963163,-59.615366141467696,False,-0.4208990602438552,0.31036450873496096,False,0.9128078955225324,False,1.667151047383712,False,0.6346349261557241,False,False
