timestamp,device_id,temperature,humidity,battery_level,signal_strength
2026-01-20 00:00:00,device-001,21.697371322408987,45.19260354824322,99.19430656143021,-58.276970143591974
2026-01-20 00:05:00,device-001,21.178121955325015,45.15786898974903,99.42376384465221,-59.03256527084709
2026-01-20 00:10:00,device-001,21.055278653348047,46.43193700220563,98.76097469215627,-60.265729753570255
2026-01-20 00:15:00,device-001,21.689779204943257,42.857095279164014,98.33252465024609,-60.36228752924097
2026-01-20 00:20:00,device-001,20.751202331975435,46.3071497126312,98.52759277734363,-61.21230370133529
2026-01-20 00:25:00,device-001,22.79911963969314,45.60566992353002,98.77025846140637,-61.22474818621345
2026-01-20 00:30:00,device-001,21.25607239704001,46.21901484566506,98.35470192677332,-59.424301981654324
2026-01-20 00:35:00,device-001,21.275859206634706,45.723076306259664,98.46948801633118,-57.94772181549106
2026-01-20 00:40:00,device-001,21.810146753210443,44.681674494900804,98.84676347363096,-61.02084364997102
2026-01-20 00:45:00,device-001,22.05236184205219,43.435946424260976,98.15154418533047,-59.603138764130875
2026-01-20 00:50:00,device-001,22.54009210581064,46.73925049147547,98.46530551528353,-60.10110369558929
2026-01-20 00:55:00,device-001,20.830240084684576,45.5086631490388,98.31180836871206,-58.74287777378108
2026-01-20 01:00:00,device-001,22.35135176696233,44.0495349924685,98.49722519081844,-60.18508228041631
2026-01-20 01:05:00,device-001,21.59794944184821,47.71665950341626,98.65929985674877,-58.8687198808838
2026-01-20 01:10:00,device-001,21.53074337993471,46.439710433744544,98.39937902942107,-58.82445487287764
2026-01-20 01:15:00,device-001,21.880979005633254,46.72870886152008,97.91809950779819,-60.99620662408067
2026-01-20 01:20:00,device-001,22.976081087892364,49.14446075948458,98.1783969635259,-58.796467102107975
2026-01-20 01:25:00,device-001,22.676622934889213,46.24451055951082,98.25841868165253,-58.26196343353403
2026-01-20 01:30:00,device-001,22.41938946580731,49.660382645546456,97.31407646877307,-58.97809749562477
2026-01-20 01:35:00,device-001,22.577877724166747,46.96522242359489,98.07752823296065,-61.78756891460089
2026-01-20 01:40:00,device-001,22.39211727495209,48.04876016597111,98.44336821342246,-60.318270218273646
2026-01-20 01:45:00,device-001,21.980071188342457,46.8588078857182,98.22462063531063,-59.47124889034031
2026-01-20 01:50:00,device-001,22.26143767669147,48.4786442158452,97.92912326480442,-58.83135500946711
2026-01-20 01:55:00,device-001,22.181323831656282,47.31345062470028,97.73236755406035,-61.26351494813211
2026-01-20 02:00:00,device-001,23.036896221651663,48.29158290826983,97.80153403699273,-60.03458713337515
2026-01-20 02:05:00,device-001,21.724023180841236,47.36289830665457,97.64718564504197,-60.60227726922162
2026-01-20 02:10:00,device-001,22.782870255707667,48.69257432695593,98.26585577036316,-59.625422187168155
2026-01-20 02:15:00,device-001,23.17275101163702,48.06618229144876,97.0743686354103,-59.826513875449216
2026-01-20 02:20:00,device-001,23.06891347700596,51.962745350483154,97.54229171056566,-59.498452657666384
2026-01-20 02:25:00,device-001,23.046159529326555,46.60353118538861,97.89284684435451,-59.048066967313225
2026-01-20 02:30:00,device-001,23.7591098446606,47.07972596285149,97.92083829328082,-61.20185106279228
2026-01-20 02:35:00,device-001,23.647256091592393,51.81530079963526,97.1528391024608,-60.36629772960277
2026-01-20 02:40:00,device-001,23.308083921129732,47.85872456725839,96.93480097068017,-59.73143702519397
2026-01-20 02:45:00,device-001,22.428194474319323,49.40711772145312,97.07417272972985,-58.25006559498246
2026-01-20 02:50:00,device-001,22.70016798897799,48.29485876376979,97.54405516521089,-61.030864316433956
2026-01-20 02:55:00,device-001,23.556507115030115,50.81827941033499,96.76775502963163,-59.615366141467696
2026-01-20 03:00:00,device-001,23.62922657895838,50.1082682135987,96.82891478673658,-61.12045661308427
2026-01-20 03:05:00,device-001,23.884645138672788,49.45729682014856,97.22514785510377,-59.45355179050302
2026-01-20 03:10:00,device-001,22.967812233167578,49.43476722979212,97.1879217419896,-60.514351418026365
2026-01-20 03:15:00,device-001,25.04813903135274,49.86994841876257,96.6926089508392,-59.14344639136617
2026-01-20 03:20:00,device-001,22.818387993175076,50.410849121208564,97.34757867370222,-60.620682318351705
2026-01-20 03:25:00,device-001,24.410354352674105,49.91859380586915,97.19661804799836,-57.90320701734605
2026-01-20 03:30:00,device-001,23.48374952807141,48.236162454919935,96.63314567111235,-60.615810284965434
2026-01-20 03:35:00,device-001,23.657652445271165,49.94395098356238,96.933007239799,-58.97281675096397
2026-01-20 03:40:00,device-001,23.767857646369304,51.676061337180926,96.7206029500286,-57.07983083341038
